Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,profit_per_quantity,outlier_status
2016-01-01,1,January,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2014-02-28,28,February,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2016-02-28,28,February,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,1967,6513,8480,655.66666666666663,not outlier
2014-03-12,12,March,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2016-03-12,12,March,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2014-04-22,22,April,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2016-04-22,22,April,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1311,4342,5653,655.5,not outlier
2014-05-07,7,May,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2016-05-07,7,May,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,1967,6513,8480,655.66666666666663,not outlier
2014-06-24,24,June,2014,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2016-06-24,24,June,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2014-06-01,1,June,2014,55,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2016-06-01,1,June,2016,55,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1311,4342,5653,655.5,not outlier
2014-06-14,14,June,2014,55,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2016-06-14,14,June,2016,55,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2013-10-02,2,October,2013,23,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2015-10-02,2,October,2015,23,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2013-01-21,21,January,2013,51,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2015-01-21,21,January,2015,51,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2013-07-11,11,July,2013,51,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2015-07-11,11,July,2015,51,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,1967,6513,8480,655.66666666666663,not outlier
2012-08-13,13,August,2012,44,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1311,4342,5653,655.5,not outlier
2011-08-13,13,August,2011,44,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",4,2171,3578,2622,8684,11306,655.5,not outlier
2014-02-08,8,February,2014,44,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2016-02-08,8,February,2016,44,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2014-03-01,1,March,2014,44,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2016-03-01,1,March,2016,44,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827,656.0,not outlier
2012-03-03,3,March,2012,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-03-03,3,March,2011,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2012-03-17,17,March,2012,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-03-17,17,March,2011,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2012-03-18,18,March,2012,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-03-18,18,March,2011,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2012-03-28,28,March,2012,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-03-28,28,March,2011,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2012-10-30,30,October,2012,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-10-30,30,October,2011,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2012-12-07,7,December,2012,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-12-07,7,December,2011,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2012-12-14,14,December,2012,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-12-14,14,December,2011,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2012-03-24,24,March,2012,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-03-24,24,March,2011,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",4,2171,3578,5342,8684,14026,1335.5,not outlier
2012-03-27,27,March,2012,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-03-27,27,March,2011,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",4,2171,3578,5342,8684,14026,1335.5,not outlier
2012-04-07,7,April,2012,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-04-07,7,April,2011,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2012-04-25,25,April,2012,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-04-25,25,April,2011,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2012-06-20,20,June,2012,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-06-20,20,June,2011,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2012-08-02,2,August,2012,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-08-02,2,August,2011,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2013-01-25,25,January,2013,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2015-01-25,25,January,2015,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2013-02-01,1,February,2013,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2015-02-01,1,February,2015,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2013-02-14,14,February,2013,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2015-02-14,14,February,2015,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2013-10-25,25,October,2013,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2015-10-25,25,October,2015,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2014-04-11,11,April,2014,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2016-04-11,11,April,2016,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2014-04-29,29,April,2014,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2016-04-29,29,April,2016,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2014-06-11,11,June,2014,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2016-06-11,11,June,2016,53,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,4006,6513,10519,1335.3333333333333,not outlier
2014-06-07,7,June,2014,57,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2016-06-07,7,June,2016,57,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,4006,6513,10519,1335.3333333333333,not outlier
2012-05-07,7,May,2012,53,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-05-07,7,May,2011,53,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,4006,6513,10519,1335.3333333333333,not outlier
2012-07-11,11,July,2012,53,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-07-11,11,July,2011,53,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2012-09-02,2,September,2012,53,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,1335.5,not outlier
2011-09-02,2,September,2011,53,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",4,2171,3578,5342,8684,14026,1335.5,not outlier
2014-01-10,10,January,2014,53,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2016-01-10,10,January,2016,53,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506,1335.0,not outlier
2012-08-13,13,August,2012,22,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1669,4342,6011,834.5,not outlier
2011-08-13,13,August,2011,22,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2012-08-31,31,August,2012,22,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1669,4342,6011,834.5,not outlier
2011-08-31,31,August,2011,22,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1669,4342,6011,834.5,not outlier
2012-09-30,30,September,2012,22,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1669,4342,6011,834.5,not outlier
2011-09-30,30,September,2011,22,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2013-06-13,13,June,2013,22,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2015-06-13,13,June,2015,22,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1669,4342,6011,834.5,not outlier
2013-02-04,4,February,2013,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2015-02-04,4,February,2015,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2013-09-30,30,September,2013,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2015-09-30,30,September,2015,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,2504,6513,9017,834.66666666666663,not outlier
2014-03-04,4,March,2014,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2016-03-04,4,March,2016,30,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2013-07-19,19,July,2013,45,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2015-07-19,19,July,2015,45,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,2504,6513,9017,834.66666666666663,not outlier
2013-08-10,10,August,2013,45,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2015-08-10,10,August,2015,45,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2014-01-13,13,January,2014,45,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2016-01-13,13,January,2016,45,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,835,2171,3006,835.0,not outlier
2012-03-01,1,March,2012,63,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,620.0,not outlier
2011-03-01,1,March,2011,63,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,620.0,not outlier
2012-04-30,30,April,2012,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,620.0,not outlier
2011-04-30,30,April,2011,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",4,2171,3578,2479,8684,11163,619.75,not outlier
2013-01-10,10,January,2013,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-01-10,10,January,2015,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2013-02-01,1,February,2013,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-02-01,1,February,2015,27,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2013-05-06,6,May,2013,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-05-06,6,May,2015,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,620.0,not outlier
2013-05-20,20,May,2013,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-05-20,20,May,2015,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,620.0,not outlier
2014-01-07,7,January,2014,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2016-01-07,7,January,2016,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,1860,6513,8373,620.0,not outlier
2014-05-16,16,May,2014,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2016-05-16,16,May,2016,45,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2012-01-04,4,January,2012,38,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,620.0,not outlier
2011-01-04,4,January,2011,38,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2012-11-21,21,November,2012,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,620.0,not outlier
2011-11-21,21,November,2011,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",4,2171,3578,2479,8684,11163,619.75,not outlier
2013-06-30,30,June,2013,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-06-30,30,June,2015,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2013-07-10,10,July,2013,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-07-10,10,July,2015,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,1860,6513,8373,620.0,not outlier
2014-01-25,25,January,2014,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2016-01-25,25,January,2016,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,620.0,not outlier
2014-05-15,15,May,2014,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2016-05-15,15,May,2016,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2014-06-06,6,June,2014,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2016-06-06,6,June,2016,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",3,2171,3578,1860,6513,8373,620.0,not outlier
2014-06-18,18,June,2014,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2016-06-18,18,June,2016,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2013-11-03,3,November,2013,36,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-11-03,3,November,2015,36,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1240,4342,5582,620.0,not outlier
2014-05-27,27,May,2014,36,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2016-05-27,27,May,2016,36,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2013-03-19,19,March,2013,26,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-03-19,19,March,2015,26,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2013-10-28,28,October,2013,26,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-10-28,28,October,2015,26,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2013-12-26,26,December,2013,26,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
2015-12-26,26,December,2015,26,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,620,2171,2791,620.0,not outlier
